Renda per capita
Sigla,Código,Município,1991,2000,
MG,3105509,Barão de Monte Alto,84.506,133.561,
MG,3105608,Barbacena,193.402,284.79,
MG,3105707,Barra Longa,92.613,118.592,
MG,3105905,Barroso,122.908,187.2,
MG,3106002,Bela Vista de Minas,103.382,162.724,
MG,3106101,Belmiro Braga,125.051,158.016,
MG,3106200,Belo Horizonte,414.94,557.435,
MG,3106309,Belo Oriente,91.939,137.201,
MG,3106408,Belo Vale,93.613,156.951,
MG,3106507,Berilo,93.184,92.268,
MG,3106606,Bertópolis,71.849,89.754,
MG,3106655,Berizal,60.095,74.266,
MG,3106705,Betim,161.666,203.22,
MG,3106804,Bias Fortes,88.855,110.441,
MG,3106903,Bicas,214.992,326.416,
MG,3107000,Biquinhas,103.503,176.927,
MG,3107109,Boa Esperança,193.407,278.857,
MG,3107208,Bocaina de Minas,115.342,179.619,
MG,3107307,Bocaiúva,117.008,143.803,
MG,3107406,Bom Despacho,196.563,307.222,
MG,3107505,Bom Jardim de Minas,143.879,171.382,
MG,3107604,Bom Jesus da Penha,148.588,290.829,
MG,3107703,Bom Jesus do Amparo,92.185,157.529,
MG,3107802,Bom Jesus do Galho,70.881,110.582,
MG,3107901,Bom Repouso,143.442,234.028,
MG,3108008,Bom Sucesso,116.206,208.711,
MG,3108107,Bonfim,100.497,154.138,
MG,3108206,Bonfinópolis de Minas,132.721,176.392,
MG,3108255,Bonito de Minas,43.003,49.124,
MG,3108305,Borda da Mata,194.17,276.63,
MG,3108404,Botelhos,177.41,337.969,
MG,3108503,Botumirim,81.336,72.947,
MG,3108552,Brasilândia de Minas,109.855,184.408,
MG,3108602,Brasília de Minas,77.083,114.246,
MG,3108701,Brás Pires,65.327,106.1,
MG,3108800,Braúnas,84.733,100.355,
MG,3108909,Brasópolis,114.107,230.704,
MG,3109006,Brumadinho,165.946,274.099,
MG,3109105,Bueno Brandão,150.808,236.087,
MG,3109204,Buenópolis,89.486,149.072,
MG,3109253,Bugre,60.591,99.795,
MG,3109303,Buritis,93.064,239.105,
MG,3109402,Buritizeiro,81.484,104.027,
MG,3109451,Cabeceira Grande,103.856,173.97,
MG,3109501,Cabo Verde,151.033,327.725,
MG,3109600,Cachoeira da Prata,202.74,230.646,
MG,3109709,Cachoeira de Minas,108.014,200.458,
MG,3109808,Cachoeira Dourada,132.63,212.197,
MG,3109907,Caetanópolis,164.439,229.743,
MG,3110004,Caeté,148.592,259.173,
MG,3110103,Caiana,88.985,187.938,
MG,3110202,Cajuri,68.852,140.81,
MG,3110301,Caldas,182.501,263.772,
MG,3110400,Camacho,93.872,121.623,
MG,3110509,Camanducaia,188.01,256.033,
MG,3110608,Cambuí,194.64,256.496,
MG,3110707,Cambuquira,162.917,262.874,
MG,3110806,Campanário,98.916,133.441,
MG,3110905,Campanha,172.162,278.716,
MG,3111002,Campestre,153.915,230.234,
MG,3111101,Campina Verde,170.037,266.255,
MG,3111150,Campo Azul,78.338,77.914,
MG,3111200,Campo Belo,151.023,243.791,
MG,3111309,Campo do Meio,156.606,199.192,
MG,3111408,Campo Florido,219.206,234.007,
MG,3111507,Campos Altos,187.582,250.904,
MG,3111606,Campos Gerais,138.506,208.969,
MG,3111705,Canaã,57.686,124.537,
MG,3111804,Canápolis,148.284,199.654,
MG,3111903,Cana Verde,106.762,190.346,
MG,3112000,Candeias,112.254,208.475,
MG,3112059,Cantagalo,76.293,105.007,
MG,3112109,Caparaó,122.567,184.716,
MG,3112208,Capela Nova,90.878,117.53,
MG,3112307,Capelinha,96.841,144.834,
MG,3112406,Capetinga,172.668,229.55,
MG,3112505,Capim Branco,144.093,180.104,
MG,3112604,Capinópolis,197.656,238.841,
MG,3112653,Capitão Andrade,90.22,122.45,
MG,3112703,Capitão Enéas,86.01,101.682,
MG,3112802,Capitólio,185.173,252.491,
MG,3112901,Caputira,69.153,176.028,
MG,3113008,Caraí,57.579,84.128,
MG,3113107,Caranaíba,65.946,107.648,
MG,3113206,Carandaí,124.197,157.873,
MG,3113305,Carangola,153.367,319.849,
MG,3113404,Caratinga,139.361,242.418,
MG,3113503,Carbonita,95.148,112.231,
MG,3113602,Careaçu,150.607,229.387,
MG,3113701,Carlos Chagas,116.763,164.227,
MG,3113800,Carmésia,98.801,123.339,
MG,3113909,Carmo da Cachoeira,135.69,199.855,
MG,3114006,Carmo da Mata,119.883,232.655,
MG,3114105,Carmo de Minas,136.319,196.85,
MG,3114204,Carmo do Cajuru,124.958,194.857,
MG,3114303,Carmo do Paranaíba,172.212,277.908,
MG,3114402,Carmo do Rio Claro,129.311,215.094,
MG,3114501,Carmópolis de Minas,104.39,208.792,
MG,3114550,Carneirinho,161.334,248.51,
MG,3114600,Carrancas,118.734,182.702,
MG,3114709,Carvalhópolis,138.112,199.26,
MG,3114808,Carvalhos,105.778,146.162,
MG,3114907,Casa Grande,71.986,142.277,
MG,3115003,Cascalho Rico,150.851,233.538,
MG,3115102,Cássia,209.141,257.328,
MG,3115201,Conceição da Barra de Minas,75.551,132.895,
MG,3115300,Cataguases,174.63,254.736,
MG,3115359,Catas Altas,122.17,157.139,
MG,3115409,Catas Altas da Noruega,69.548,91.774,
MG,3115458,Catuji,49.683,82.695,
MG,3115474,Catuti,43.94,66.725,
MG,3115508,Caxambu,184.897,266.202,
MG,3115607,Cedro do Abaeté,99.817,173.063,
MG,3115706,Central de Minas,94.608,152.529,
MG,3115805,Centralina,139.835,301.663,
MG,3115904,Chácara,147.853,180.548,
MG,3116001,Chalé,88.487,154.777,
MG,3116100,Chapada do Norte,74.296,88.894,
MG,3116159,Chapada Gaúcha,62.495,110.149,
MG,3116209,Chiador,99.394,166.844,
MG,3116308,Cipotânea,53.588,88.787,
MG,3116407,Claraval,172.75,191.609,
MG,3116506,Claro dos Poções,67.775,107.696,
MG,3116605,Cláudio,130.914,205.052,
MG,3116704,Coimbra,105.248,178.196,
MG,3116803,Coluna,70.025,108.29,
MG,3116902,Comendador Gomes,249.454,313.828,
MG,3117009,Comercinho,47.766,61.543,
MG,3117108,Conceição da Aparecida,138.119,298.152,
MG,3117207,Conceição das Pedras,146.853,170.875,
MG,3117306,Conceição das Alagoas,225.729,283.139,
MG,3117405,Conceição de Ipanema,93.075,159.832,
MG,3117504,Conceição do Mato Dentro,83.294,111.362,
MG,3117603,Conceição do Pará,117.699,162.989,
MG,3117702,Conceição do Rio Verde,129.445,237.59,
MG,3117801,Conceição dos Ouros,129.165,210.594,
MG,3117836,Cônego Marinho,50.419,58.312,
MG,3117876,Confins,121.148,192.051,
MG,3117900,Congonhal,178.966,205.067,
MG,3118007,Congonhas,181.491,221.568,
MG,3118106,Congonhas do Norte,64.542,102.366,
MG,3118205,Conquista,138.21,268.831,
MG,3118304,Conselheiro Lafaiete,185.338,258.213,
MG,3118403,Conselheiro Pena,108.58,208.678,
MG,3118502,Consolação,108.836,145.459,
MG,3118601,Contagem,208.927,280.594,
MG,3118700,Coqueiral,130.06,197.574,
MG,3118809,Coração de Jesus,70.436,116.084,
MG,3118908,Cordisburgo,104.62,176.063,
MG,3119005,Cordislândia,134.904,172.663,
MG,3119104,Corinto,142.669,191.807,
MG,3119203,Coroaci,64.56,138.928,
MG,3119302,Coromandel,170.788,250.122,
MG,3119401,Coronel Fabriciano,191.171,259.227,
MG,3119500,Coronel Murta,64.758,95.053,
MG,3119609,Coronel Pacheco,112.564,184.152,
MG,3119708,Coronel Xavier Chaves,89.725,149.752,
MG,3119807,Córrego Danta,136.667,218.559,
MG,3119906,Córrego do Bom Jesus,124.404,179.83,
MG,3119955,Córrego Fundo,116.156,169.818,
MG,3120003,Córrego Novo,79.379,117.659,
MG,3120102,Couto de Magalhães de Minas,111.108,133.196,
MG,3120151,Crisólita,65.828,90.538,
MG,3120201,Cristais,140.503,235.582,
MG,3120300,Cristália,60.929,69.131,
MG,3120409,Cristiano Otoni,105.436,155.159,
MG,3120508,Cristina,142.643,171.743,
MG,3120607,Crucilândia,137.842,161.498,
MG,3120706,Cruzeiro da Fortaleza,199.244,259.653,
MG,3120805,Cruzília,140.518,189.566,
MG,3120839,Cuparaque,96.391,145.463,
MG,3120870,Curral de Dentro,64.832,85.295,
MG,3120904,Curvelo,153.052,210.154,
MG,3121001,Datas,93.364,103.567,
MG,3121100,Delfim Moreira,127.081,163.595,
MG,3121209,Delfinópolis,140.001,208.195,
MG,3121258,Delta,165.984,210.888,
MG,3121308,Descoberto,116.418,178.536,
MG,3121407,Desterro de Entre Rios,81.093,114.356,
MG,3121506,Desterro do Melo,80.392,115.426,
MG,3121605,Diamantina,136.862,213.021,
MG,3121704,Diogo de Vasconcelos,76.755,86.628,
MG,3121803,Dionísio,94.581,123.49,
MG,3121902,Divinésia,77.437,151.963,
MG,3122009,Divino,113.049,156.363,
MG,3122108,Divino das Laranjeiras,88.066,178.908,
MG,3122207,Divinolândia de Minas,71.865,119.483,
MG,3122306,Divinópolis,216.084,327.642,
MG,3122355,Divisa Alegre,72.569,109.207,
MG,3122405,Divisa Nova,167.315,201.734,
MG,3122454,Divisópolis,71.187,97.507,
MG,3122470,Dom Bosco,107.907,162.067,
MG,3122504,Dom Cavati,136.514,188.438,
MG,3122603,Dom Joaquim,76.035,116.365,
MG,3122702,Dom Silvério,101.623,176.626,
MG,3122801,Dom Viçoso,101.636,144.289,
MG,3122900,Dona Eusébia,113.556,190.766,
MG,3123007,Dores de Campos,123.834,188.521,
MG,3123106,Dores de Guanhães,72.983,109.827,
MG,3123205,Dores do Indaiá,220.374,239.371,
MG,3123304,Dores do Turvo,76.614,136.579,
MG,3123403,Doresópolis,131.797,202.103,
MG,3123502,Douradoquara,157.212,244.089,
MG,3123528,Durandé,70.83,167.552,
MG,3123601,Elói Mendes,198.131,271.991,
MG,3123700,Engenheiro Caldas,107.843,137.062,
MG,3123809,Engenheiro Navarro,87.555,97.938,
MG,3123858,Entre Folhas,67.439,130.556,
MG,3123908,Entre Rios de Minas,100.08,182.622,
MG,3124005,Ervália,78.907,169.055,
MG,3124104,Esmeraldas,116.848,184.522,
MG,3124203,Espera Feliz,119.131,178.836,
MG,3124302,Espinosa,75.181,107.61,
MG,3124401,Espírito Santo do Dourado,145.35,203.163,
MG,3124500,Estiva,155.698,238.633,
MG,3124609,Estrela Dalva,126.635,201.921,
MG,3124708,Estrela do Indaiá,160.865,214.072,
MG,3124807,Estrela do Sul,136.189,172.545,
MG,3124906,Eugenópolis,107.677,205.781,
MG,3125002,Ewbank da Câmara,120.92,168.238,
MG,3125101,Extrema,219.208,277.579,
MG,3125200,Fama,161.754,260.852,
MG,3125309,Faria Lemos,116.917,187.503,
MG,3125408,Felício dos Santos,53.537,79.651,
MG,3125507,São Gonçalo do Rio Preto,74.537,119.513,
MG,3125606,Felisburgo,76.461,100.212,
MG,3125705,Felixlândia,133.213,150.257,
MG,3125804,Fernandes Tourinho,84.109,121.737,
MG,3125903,Ferros,94.742,111.158,
MG,3125952,Fervedouro,67.573,136.192,
MG,3126000,Florestal,191.208,226.601,
MG,3126109,Formiga,175.445,254.875,
MG,3126208,Formoso,100.613,150.976,
MG,3126307,Fortaleza de Minas,147.073,191.971,
MG,3126406,Fortuna de Minas,113.44,170.084,
MG,3126505,Francisco Badaró,48.373,87.188,
MG,3126604,Francisco Dumont,83.488,104.327,
MG,3126703,Francisco Sá,79.34,102.183,
MG,3126752,Franciscópolis,60.862,71.099,
MG,3126802,Frei Gaspar,46.935,83.945,
MG,3126901,Frei Inocêncio,118.14,149.642,
MG,3126950,Frei Lagonegro,50.663,76.588,
MG,3127008,Fronteira,224.864,262.625,
MG,3127057,Fronteira dos Vales,55.59,70.911,
MG,3127073,Fruta de Leite,40.665,55.764,
MG,3127107,Frutal,233.27,300.688,
MG,3127206,Funilândia,135.983,161.329,
MG,3127305,Galiléia,110.167,152.301,
MG,3127339,Gameleiras,48.671,66.449,
MG,3127354,Glaucilândia,67.784,103.734,
MG,3127370,Goiabeira,76.105,134.3,
MG,3127388,Goianá,109.33,198.554,
MG,3127404,Gonçalves,142.152,199.555,
MG,3127503,Gonzaga,66.176,81.687,
MG,3127602,Gouveia,99.383,145.405,
MG,3127701,Governador Valadares,212.887,309.176,
MG,3127800,Grão Mogol,90.777,98.239,
MG,3127909,Grupiara,164.948,198.109,
MG,3128006,Guanhães,110.382,168.085,
MG,3128105,Guapé,119.942,190.879,
MG,3128204,Guaraciaba,63.6,115.506,
MG,3128253,Guaraciama,57.267,101.137,
MG,3128303,Guaranésia,165.367,267.443,
MG,3128402,Guarani,135.31,190.251,
MG,3128501,Guarará,125.232,210.896,
MG,3128600,Guarda-Mor,184.285,224.841,
MG,3128709,Guaxupé,233.844,300.724,
MG,3128808,Guidoval,105.51,202.61,
MG,3128907,Guimarânia,178.117,234.115,
MG,3129004,Guiricema,89.823,143.813,
MG,3129103,Gurinhatã,137.965,224.085,
MG,3129202,Heliodora,108.498,197.086,
MG,3129301,Iapu,95.552,130.872,
MG,3129400,Ibertioga,112.115,134.808,
MG,3129509,Ibiá,253.309,385.447,
MG,3129608,Ibiaí,72.947,89.511,
MG,3129657,Ibiracatu,62.795,61.927,
MG,3129707,Ibiraci,190.273,245.98,
MG,3129806,Ibirité,115.783,149.587,
MG,3129905,Ibitiúra de Minas,178.555,253.74,
MG,3130002,Ibituruna,122.483,178.593,
MG,3130051,Icaraí de Minas,62.21,66.945,
MG,3130101,Igarapé,144.653,198.591,
MG,3130200,Igaratinga,154.463,192.539,
MG,3130309,Iguatama,160.786,260.733,
MG,3130408,Ijaci,96.963,176.871,
MG,3130507,Ilicínea,134.443,229.24,
MG,3130556,Imbé de Minas,63.638,122.961,
MG,3130606,Inconfidentes,165.644,253.051,
MG,3130655,Indaiabira,64.35,74.029,
MG,3130705,Indianópolis,157.908,232.651,
MG,3130804,Ingaí,129.053,225.336,
MG,3130903,Inhapim,95.666,150.618,
MG,3131000,Inhaúma,113.169,169.425,
MG,3131109,Inimutaba,110.186,124.778,
MG,3131158,Ipaba,70.802,125.753,
MG,3131208,Ipanema,113.394,173.394,
MG,3131307,Ipatinga,215.212,307.705,
MG,3131406,Ipiaçu,160.544,239.911,
MG,3131505,Ipuiúna,303.094,318.499,
MG,3131604,Iraí de Minas,216.555,227.38,
MG,3131703,Itabira,206.195,264.521,
MG,3131802,Itabirinha de Mantena,100.868,154.315,
MG,3131901,Itabirito,190.473,252.178,
MG,3132008,Itacambira,47.731,70.826,
MG,3132107,Itacarambi,68.574,93.12,
MG,3132206,Itaguara,142.724,207.902,
MG,3132305,Itaipé,55.669,100.387,
MG,3132404,Itajubá,246.675,353.347,
MG,3132503,Itamarandiba,82.595,109.162,
MG,3132602,Itamarati de Minas,115.669,194.669,
MG,3132701,Itambacuri,101.392,152.956,
MG,3132800,Itambé do Mato Dentro,76.124,109.238,
MG,3132909,Itamogi,157.46,235.027,
MG,3133006,Itamonte,123.664,236.18,
MG,3133105,Itanhandu,219.714,306.523,
MG,3133204,Itanhomi,96.274,138.703,
MG,3133303,Itaobim,74.018,122.372,
MG,3133402,Itapagipe,198.194,247.624,
MG,3133501,Itapecerica,139.543,223.923,
MG,3133600,Itapeva,209.06,216.885,
MG,3133709,Itatiaiuçu,124.911,168.466,
MG,3133758,Itaú de Minas,203.621,264.854,
MG,3133808,Itaúna,206.517,315.49,
MG,3133907,Itaverava,80.916,88.119,
MG,3134004,Itinga,56.197,67.357,
MG,3134103,Itueta,86.763,156.441,
MG,3134202,Ituiutaba,237.543,305.854,
MG,3134301,Itumirim,115.356,189.154,
MG,3134400,Iturama,219.164,336.409,
MG,3134509,Itutinga,130.751,193.387,
MG,3134608,Jaboticatubas,117.242,184.332,
MG,3134707,Jacinto,65.219,93.116,
MG,3134806,Jacuí,129.44,201.045,
MG,3134905,Jacutinga,200.577,369.781,
MG,3135001,Jaguaraçu,96.951,149.309,
MG,3135050,Jaíba,66.906,110.732,
MG,3135076,Jampruca,79.154,99.658,
MG,3135100,Janaúba,109.411,154.06,
MG,3135209,Januária,95.417,117.155,
MG,3135308,Japaraíba,111.335,210.058,
MG,3135357,Japonvar,44.975,61.093,
MG,3135407,Jeceaba,94.43,146.779,
MG,3135456,Jenipapo de Minas,53.427,84.597,
MG,3135506,Jequeri,76.609,107.3,
MG,3135605,Jequitaí,87.248,107.317,
MG,3135704,Jequitibá,77.083,143.433,
MG,3135803,Jequitinhonha,81.576,118.728,
MG,3135902,Jesuânia,106.391,189.909,
MG,3136009,Joaíma,95.471,116.696,
MG,3136108,Joanésia,63.544,115.7,
MG,3136207,João Monlevade,182.168,240.896,
MG,3136306,João Pinheiro,141.287,191.011,
MG,3136405,Joaquim Felício,79.639,130.613,
MG,3136504,Jordânia,99.185,104.563,
MG,3136520,José Gonçalves de Minas,65.381,95.14,
MG,3136553,José Raydan,59.574,101.355,
MG,3136579,Josenópolis,61.937,66.147,
MG,3136603,Nova União,78.283,153.319,
MG,3136652,Juatuba,117.207,186.99,
MG,3136702,Juiz de Fora,311.643,419.397,
MG,3136801,Juramento,68.691,102.901,
MG,3136900,Juruaia,131.225,235.921,
MG,3136959,Juvenília,39.208,67.065,
MG,3137007,Ladainha,47.459,72.036,
MG,3137106,Lagamar,118.109,195.716,
MG,3137205,Lagoa da Prata,147.161,251.552,
MG,3137304,Lagoa dos Patos,78.602,87.985,
MG,3137403,Lagoa Dourada,98.944,155.22,
MG,3137502,Lagoa Formosa,147.32,210.514,
MG,3137536,Lagoa Grande,100.335,193.707,
MG,3137601,Lagoa Santa,206.493,291.751,
MG,3137700,Lajinha,111.648,173.239,
MG,3137809,Lambari,153.076,277.613,
MG,3137908,Lamim,72.494,121.034,
MG,3138005,Laranjal,111.951,199.129,
MG,3138104,Lassance,91.291,107.119,
MG,3138203,Lavras,228.078,347.092,
MG,3138302,Leandro Ferreira,124.875,196.821,
MG,3138351,Leme do Prado,69.144,118.727,
MG,3138401,Leopoldina,155.102,245.271,
MG,3138500,Liberdade,121.272,168.12,
MG,3138609,Lima Duarte,134.67,186.516,
MG,3138625,Limeira do Oeste,114.449,202.214,
MG,3138658,Lontra,56.233,82.097,
MG,3138674,Luisburgo,98.2,183.917,
MG,3138682,Luislândia,42.791,71.343,
MG,3138708,Luminárias,113.926,237.079,
MG,3138807,Luz,253.49,369.822,
MG,3138906,Machacalis,88.346,106.589,
MG,3139003,Machado,203.065,315.855,
MG,3139102,Madre de Deus de Minas,105.861,163.81,
MG,3139201,Malacacheta,64.489,119.334,
MG,3139250,Mamonas,55.531,92.573,
MG,3139300,Manga,126.87,84.947,
MG,3139409,Manhuaçu,162.398,274.857,
MG,3139508,Manhumirim,158.548,209.316,
MG,3139607,Mantena,130.402,238.696,
MG,3139706,Maravilhas,162.457,161.487,
MG,3139805,Mar de Espanha,132.864,225.439,
MG,3139904,Maria da Fé,140.447,191.794,
MG,3140001,Mariana,169.212,215.375,
MG,3140100,Marilac,76.661,105.656,
MG,3140159,Mário Campos,114.157,169.495,
MG,3140209,Maripá de Minas,142.075,208.566,
MG,3140308,Marliéria,78.937,153.321,
MG,3140407,Marmelópolis,93.196,150.878,
MG,3140506,Martinho Campos,132.924,223.958,
MG,3140530,Martins Soares,106.491,182.183,
MG,3140555,Mata Verde,63.291,113.865,
MG,3140605,Materlândia,71.07,84.908,
MG,3140704,Mateus Leme,148.705,218.138,
MG,3140803,Matias Barbosa,175.519,230.181,
MG,3140852,Matias Cardoso,53.005,62.607,
MG,3140902,Matipó,100.213,172.872,
MG,3141009,Mato Verde,81.481,109.825,
MG,3141108,Matozinhos,135.013,234.202,
MG,3141207,Matutina,169.805,258.677,
MG,3141306,Medeiros,196.134,315.608,
MG,3141405,Medina,81.164,91.692,
MG,3141504,Mendes Pimentel,86.362,131.189,
MG,3141603,Mercês,96.889,155.117,
MG,3141702,Mesquita,77.167,140.005,
MG,3141801,Minas Novas,52.684,81.784,
MG,3141900,Minduri,113.304,183.674,
MG,3142007,Mirabela,90.302,101.092,
MG,3142106,Miradouro,78.825,160.072,
MG,3142205,Miraí,127.275,191.248,
MG,3142254,Miravânia,51.201,67.372,
MG,3142304,Moeda,96.363,166.781,
MG,3142403,Moema,155.166,289.297,
MG,3142502,Monjolos,73.541,145.445,
MG,3142601,Monsenhor Paulo,178.418,243.375,
MG,3142700,Montalvânia,118.936,92.187,
MG,3142809,Monte Alegre de Minas,203.857,224.239,
MG,3142908,Monte Azul,69.35,88.757,
MG,3143005,Monte Belo,129.013,211.54,
MG,3143104,Monte Carmelo,207.245,258.912,
MG,3143153,Monte Formoso,43.875,63.028,
MG,3143203,Monte Santo de Minas,163.148,246.261,
MG,3143302,Montes Claros,168.396,245.425,
MG,3143401,Monte Sião,187.428,393.954,
MG,3143450,Montezuma,49.827,83.44,
MG,3143500,Morada Nova de Minas,128.25,182.693,
MG,3143609,Morro da Garça,79.212,129.008,
MG,3143708,Morro do Pilar,89.727,154.36,
MG,3143807,Munhoz,140.887,219.843,
MG,3143906,Muriaé,185.383,250.066,
MG,3144003,Mutum,80.113,213.571,
MG,3144102,Muzambinho,195.92,332.139,
MG,3144201,Nacip Raydan,76.411,102.837,
MG,3144300,Nanuque,137.485,226.233,
MG,3144359,Naque,105.723,126.836,
MG,3144375,Natalândia,112.908,173.512,
MG,3144409,Natércia,130.488,263.678,
MG,3144508,Nazareno,101.947,158.317,
MG,3144607,Nepomuceno,165.241,217.988,
MG,3144656,Ninheira,55.855,75.707,
MG,3144672,Nova Belém,48.744,136.658,
MG,3144706,Nova Era,189.466,217.531,
MG,3144805,Nova Lima,244.918,404.746,
MG,3144904,Nova Módica,89.326,121.307,
MG,3145000,Nova Ponte,227.712,305.831,
MG,3145059,Nova Porteirinha,67.11,114.516,
MG,3145109,Nova Resende,163.673,250.94,
MG,3145208,Nova Serrana,184.161,371.107,
MG,3145307,Novo Cruzeiro,89.055,125.102,
MG,3145356,Novo Oriente de Minas,72.637,80.071,
MG,3145372,Novorizonte,57.895,94.648,
MG,3145406,Olaria,99.735,141.759,
MG,3145455,Olhos-d'Água,60.936,77.932,
MG,3145505,Olímpio Noronha,130.884,178.439,
MG,3145604,Oliveira,147.921,236.959,
MG,3145703,Oliveira Fortes,92.862,140.304,
MG,3145802,Onça de Pitangui,110.9,195.182,
MG,3145851,Oratórios,89.33,115.898,
MG,3145877,Orizânia,80.665,129.519,
MG,3145901,Ouro Branco,249.82,288.1,
MG,3146008,Ouro Fino,170.801,309.37,
MG,3146107,Ouro Preto,176.877,253.747,
MG,3146206,Ouro Verde de Minas,56.37,98.743,
MG,3146255,Padre Carvalho,72.481,56.517,
MG,3146305,Padre Paraíso,69.223,94.613,
MG,3146404,Paineiras,119.253,175.94,
MG,3146503,Pains,172.456,231.969,
MG,3146552,Pai Pedro,44.449,71.508,
MG,3146602,Paiva,105.57,155.024,
MG,3146701,Palma,119.131,192.116,
MG,3146750,Palmópolis,53.807,71.329,
MG,3146909,Papagaios,177.054,227.218,
MG,3147006,Paracatu,161.904,223.044,
MG,3147105,Pará de Minas,202.175,291.04,
MG,3147204,Paraguaçu,148.424,273.749,
MG,3147303,Paraisópolis,161.381,250.977,
MG,3147402,Paraopeba,137.007,216.324,
MG,3147501,Passabém,82.976,140.67,
MG,3147600,Passa Quatro,142.468,240.586,
MG,3147709,Passa Tempo,197.083,261.488,
MG,3147808,Passa-Vinte,108.597,168.472,
MG,3147907,Passos,245.772,310.846,
MG,3147956,Patis,53.872,68.436,
MG,3148004,Patos de Minas,225.424,306.032,
MG,3148103,Patrocínio,184.224,284.132,
MG,3148202,Patrocínio do Muriaé,126.41,175.667,
MG,3148301,Paula Cândido,82.096,126.452,
MG,3148400,Paulistas,73.021,97.951,
MG,3148509,Pavão,78.079,103.493,
MG,3148608,Peçanha,73.284,116.697,
MG,3148707,Pedra Azul,88.297,109.311,
MG,3148756,Pedra Bonita,49.802,141.692,
MG,3148806,Pedra do Anta,77.117,122.866,
MG,3148905,Pedra do Indaiá,136.692,182.939,
MG,3149002,Pedra Dourada,93.917,163.998,
MG,3149101,Pedralva,140.333,179.255,
MG,3149150,Pedras de Maria da Cruz,54.421,74.265,
MG,3149200,Pedrinópolis,149.472,269.182,
MG,3149309,Pedro Leopoldo,197.244,268.916,
MG,3149408,Pedro Teixeira,84.016,138.867,
MG,3149507,Pequeri,160.546,199.895,
MG,3149606,Pequi,178.303,206.617,
MG,3149705,Perdigão,148.91,267.469,
MG,3149804,Perdizes,211.739,273.625,
MG,3149903,Perdões,148.542,238.92,
MG,3149952,Periquito,81.039,99.614,
MG,3150000,Pescador,80.012,125.867,
MG,3150109,Piau,114.149,159.204,
MG,3150158,Piedade de Caratinga,76.28,132.571,
MG,3150208,Piedade de Ponte Nova,107.97,147.538,
MG,3150307,Piedade do Rio Grande,96.16,127.025,
MG,3150406,Piedade dos Gerais,76.456,125.291,
MG,3150505,Pimenta,156.282,239.097,
MG,3150539,Pingo-d'Água,71.6,121.529,
MG,3150570,Pintópolis,58.706,68.729,
MG,3150604,Piracema,88.897,142.481,
MG,3150703,Pirajuba,220.107,274.938,
MG,3150802,Piranga,64.839,97.749,
MG,3150901,Piranguçu,120.802,168.914,
MG,3151008,Piranguinho,113.755,195.457,
MG,3151107,Pirapetinga,122.661,231.324,
MG,3151206,Pirapora,167.54,197.112,
MG,3151305,Piraúba,103.293,189.677,
MG,3151404,Pitangui,158.388,230.73,
MG,3151503,Piumhi,205.282,337.111,
MG,3151602,Planura,259.374,247.475,
MG,3151701,Poço Fundo,180.611,252.015,
MG,3151800,Poços de Caldas,295.236,435.564,
MG,3151909,Pocrane,68.947,139.708,
MG,3152006,Pompéu,153.487,236.877,
MG,3152105,Ponte Nova,174.586,244.104,
MG,3152131,Ponto Chique,65.79,89.672,
MG,3152170,Ponto dos Volantes,47.563,63.074,
MG,3152204,Porteirinha,71.645,101.229,
MG,3152303,Porto Firme,72.619,113.579,
MG,3152402,Poté,59.378,98.895,
MG,3152501,Pouso Alegre,276.92,391.121,
MG,3152600,Pouso Alto,145.36,196.466,
MG,3152709,Prados,98.129,149.41,
MG,3152808,Prata,190.307,274.008,
MG,3152907,Pratápolis,160.1,230.193,
MG,3153004,Pratinha,170.535,246.011,
MG,3153103,Presidente Bernardes,78.623,106.471,
MG,3153202,Presidente Juscelino,71.524,97.366,
MG,3153301,Presidente Kubitschek,72.591,92.188,
MG,3153400,Presidente Olegário,119.134,178.052,
MG,3153509,Alto Jequitibá,112.496,192.335,
MG,3153608,Prudente de Morais,113.832,171.103,
MG,3153707,Quartel Geral,116.677,171.852,
MG,3153806,Queluzito,83.679,161.481,
MG,3153905,Raposos,156.54,189.234,
MG,3154002,Raul Soares,91.53,185.858,
MG,3154101,Recreio,189.345,200.947,
MG,3154150,Reduto,89.204,166.9,
MG,3154200,Resende Costa,121.075,159.441,
MG,3154309,Resplendor,118.706,198.332,
MG,3154408,Ressaquinha,92.098,138.471,
MG,3154457,Riachinho,79.622,102.993,
MG,3154507,Riacho dos Machados,59.396,70.282,
MG,3154606,Ribeirão das Neves,122.195,159.136,
MG,3154705,Ribeirão Vermelho,179.81,278.764,
MG,3154804,Rio Acima,109.305,183.143,
MG,3154903,Rio Casca,123.196,186.991,
MG,3155009,Rio Doce,99.792,153.637,
MG,3155108,Rio do Prado,60.923,97.525,
MG,3155207,Rio Espera,68.326,108.451,
MG,3155306,Rio Manso,89.683,145.658,
MG,3155405,Rio Novo,155.216,242.734,
MG,3155504,Rio Paranaíba,152.277,223.622,
MG,3155603,Rio Pardo de Minas,65.333,85.807,
MG,3155702,Rio Piracicaba,137.596,181.689,
MG,3155801,Rio Pomba,158.426,237.498,
MG,3155900,Rio Preto,141.369,202.142,
MG,3156007,Rio Vermelho,68.107,106.907,
MG,3156106,Ritápolis,98.138,141.576,
MG,3156205,Rochedo de Minas,112.933,175.523,
